std_basis,std_no_basis,std_clearing,std_compression,update,nnz_basis,nnz_no_basis,nnz_clear,nnz_compress,nnz_upd
0.2872443519991066,0.19927689299947815,0.14749607900012052,0.1145475310004258,0.07865321800272795,10628.0,10628.0,10628.0,9769.0,1744167.0
0.3018706149996433,0.1792056979975314,0.15135230099986074,0.1270645609984058,0.09147458100051153,10637.0,10637.0,10637.0,9784.0,1743025.0
0.25370642299822066,0.16478372200072045,0.16214034400036326,0.12757777299702866,0.09494586900109425,10652.0,10652.0,10652.0,9797.0,1749559.0
0.2704268389970821,0.15164291600012803,0.14843700700293994,0.12311875199884526,0.09823368700017454,10674.0,10674.0,10674.0,9775.0,1750798.0
0.267452771000535,0.16571565100093721,0.16033464099746197,0.12919840900212876,0.10384117400099058,10693.0,10693.0,10693.0,9812.0,1760404.0
0.2945132439999725,0.21221837700068136,0.16926553200028138,0.1389153019990772,0.10757110099802958,10707.0,10707.0,10707.0,9817.0,1768073.0
0.30533048500001314,0.18633882799986168,0.1851252230007958,0.14438890900055412,0.10578635500132805,10716.0,10716.0,10716.0,9844.0,1774329.0
0.3471441360015888,0.21314431900100317,0.18956791600066936,0.15248192199942423,0.11223064500154578,10720.0,10720.0,10720.0,9833.0,1776443.0
0.3121174389998487,0.18626693400074146,0.17654668300019694,0.14325305999955162,0.11382874399714638,10709.0,10709.0,10709.0,9820.0,1766569.0
0.32697280700085685,0.19438403899766854,0.1823977920030302,0.14631174500027555,0.11364520800270839,10718.0,10718.0,10718.0,9843.0,1773778.0
0.31967675299893017,0.18816317100208835,0.18294199199954164,0.15045886400184827,0.0972137520002434,10699.0,10699.0,10699.0,9822.0,1761946.0
0.32588795499759726,0.19667793899861863,0.18518218100143713,0.1487107049979386,0.11143023799741059,10705.0,10705.0,10705.0,9837.0,1773697.0
0.32246550700074295,0.19089027699737926,0.18189389300096082,0.14657219999935478,0.11108417799914605,10727.0,10727.0,10727.0,9879.0,1785748.0
0.32443158800015226,0.19705710600101156,0.19349505699938163,0.15532656400318956,0.11254301599910832,10716.0,10716.0,10716.0,9875.0,1773204.0
0.3279697389989451,0.18911810300051002,0.19591604499873938,0.15154306400290807,0.11332251199928578,10713.0,10713.0,10713.0,9878.0,1775287.0
0.30656119900231715,0.18301281000094605,0.17795646399827092,0.14548701500098105,0.10979623999810428,10708.0,10708.0,10708.0,9900.0,1762806.0
0.3385710359980294,0.19086018699817942,0.1766094280028483,0.15105436500016367,0.11372675999882631,10717.0,10717.0,10717.0,9863.0,1775216.0
0.33490787299888325,0.18431625900120707,0.17348535299970536,0.14487640800143708,0.10507465100090485,10707.0,10707.0,10707.0,9881.0,1767745.0
0.3096159250017081,0.18236589200023445,0.17682956899807323,0.14912568100044155,0.11830250300045009,10700.0,10700.0,10700.0,9850.0,1763097.0
0.29926746300043305,0.1814967969985446,0.17425855200053775,0.14453085499917506,0.11182684599771164,10695.0,10695.0,10695.0,9870.0,1765455.0
0.3134444080023968,0.18165180799769587,0.16902203499921598,0.14176843899986125,0.11567784200087772,10709.0,10709.0,10709.0,9876.0,1767395.0
0.30646043500019005,0.17895561099794577,0.17612420300065423,0.14049995899767964,0.11278866900102003,10704.0,10704.0,10704.0,9865.0,1770751.0
0.28716307299691834,0.18418519100305275,0.1751562279969221,0.14382247499816003,0.1116626279981574,10703.0,10703.0,10703.0,9869.0,1767813.0
0.2996976770009496,0.17812811600015266,0.17106342599799973,0.14023901200198452,0.1108685350009182,10716.0,10716.0,10716.0,9888.0,1772246.0
0.2912996970007953,0.17293615399830742,0.173561958999926,0.14110221000009915,0.0891360799978429,10703.0,10703.0,10703.0,9858.0,1768179.0
0.2958257979989867,0.17653986000004807,0.17719500500243157,0.14249697200284572,0.11116095300167217,10708.0,10708.0,10708.0,9869.0,1764580.0
0.2994776870000351,0.1800579979972099,0.18026884799837717,0.14425479100100347,0.11826427900086856,10714.0,10714.0,10714.0,9871.0,1773124.0
0.29253354699903866,0.17373559900079272,0.17451466500278912,0.13957597599801375,0.1115080029994715,10714.0,10714.0,10714.0,9895.0,1771738.0
0.2925384829977702,0.17665882899746066,0.17294428999957745,0.14166455000304268,0.11411129100088147,10723.0,10723.0,10723.0,9860.0,1772344.0
0.2993789760002983,0.17812942499949713,0.16704996800035588,0.14419936400008737,0.11034375199960778,10708.0,10708.0,10708.0,9855.0,1763418.0
0.32117528899834724,0.18344533200070146,0.1693608050009061,0.1411797660002776,0.09733223099829047,10672.0,10672.0,10672.0,9818.0,1736786.0
0.2894950459995016,0.1745774609989894,0.17264528200030327,0.15214451700012432,0.09561479900003178,10666.0,10666.0,10666.0,9831.0,1731478.0
0.28795970200008014,0.17493683000066085,0.17385070000091218,0.14206828699752805,0.10387853000065661,10662.0,10662.0,10662.0,9856.0,1727204.0
0.2938071030002902,0.17108466900026542,0.17263042499689618,0.13659872399875894,0.10993019599845866,10676.0,10676.0,10676.0,9846.0,1740032.0
0.2761453010025434,0.17738412800099468,0.17018831799941836,0.1401177590014413,0.09513413999957265,10628.0,10628.0,10628.0,9797.0,1703050.0
0.2769863419998728,0.17066448699915782,0.170547710997198,0.1415401420017588,0.10997895699983928,10630.0,10630.0,10630.0,9779.0,1690197.0
0.2779715889992076,0.1743730649977806,0.16718824400231824,0.13925114499943447,0.09281732899762574,10568.0,10568.0,10568.0,9724.0,1664848.0
0.2779332649988646,0.17369491100180312,0.16296714100099052,0.1381749209976988,0.10980316099812626,10568.0,10568.0,10568.0,9732.0,1667939.0
0.295575916999951,0.18139782800062676,0.17326036099984776,0.13978825499725644,0.11356006500136573,10587.0,10587.0,10587.0,9756.0,1672549.0
0.27639578500020434,0.17349798699797248,0.16484707500057993,0.13594432500030962,0.09258279400091851,10526.0,10526.0,10526.0,9686.0,1642039.0
0.284016571000393,0.18612567899981514,0.1664511160015536,0.13858355900083552,0.08881556899723364,10522.0,10522.0,10522.0,9682.0,1625173.0
0.287700610999309,0.17440088000148535,0.1676527569979953,0.13820350999958464,0.10888385699945502,10516.0,10516.0,10516.0,9674.0,1631573.0
0.2931141179979022,0.17138208400137955,0.17447393899783492,0.14171423699735897,0.11805808500139392,10533.0,10533.0,10533.0,9729.0,1658192.0
0.2815803509984107,0.1719240530001116,0.16055001800123136,0.1390383150028356,0.11634570000023814,10552.0,10552.0,10552.0,9718.0,1669394.0
0.28920540000035544,0.17555868099952932,0.15875780599890277,0.1383001680005691,0.1117066109982261,10560.0,10560.0,10560.0,9727.0,1667526.0
0.29301888599729864,0.1762999549973756,0.16297224099980667,0.1397055659981561,0.08911914800046361,10553.0,10553.0,10553.0,9719.0,1659586.0
0.3046456340016448,0.17725356899973121,0.18448174500008463,0.1409502060014347,0.11483811899961438,10569.0,10569.0,10569.0,9765.0,1677001.0
0.31174671899862005,0.18173049699908006,0.17559280400018906,0.14292476500122575,0.11935357399852364,10559.0,10559.0,10559.0,9730.0,1662570.0
0.27910802400219836,0.1694024559983518,0.17035275600210298,0.13963541100019938,0.09228264199919067,10456.0,10456.0,10456.0,9627.0,1591670.0
0.3152880189991265,0.18411106299754465,0.1819739929997013,0.1427886439996655,0.11610450000080164,10466.0,10466.0,10466.0,9632.0,1598039.0
0.3121313100018597,0.17575227000270388,0.23230143299952033,0.18037092200029292,0.11398447699684766,10460.0,10460.0,10460.0,9647.0,1600094.0
0.33611497699894244,0.1970615110003564,0.22181330599778448,0.1943871199982823,0.13741337900137296,10480.0,10480.0,10480.0,9671.0,1602805.0
0.3374295319990779,0.19829509200280881,0.20451371899980586,0.16030578799836803,0.10914191400297568,10469.0,10469.0,10469.0,9640.0,1598897.0
0.3479738130008627,0.18767822500012699,0.20614490900334204,0.17741655899953912,0.12497392099976423,10478.0,10478.0,10478.0,9643.0,1608949.0
0.335865378001472,0.20794091499919887,0.23200419999920996,0.16005293099806295,0.12274108199926559,10474.0,10474.0,10474.0,9667.0,1603756.0
0.31234174400015036,0.1813311009973404,0.186763780999172,0.14861286200175527,0.11897825699998066,10484.0,10484.0,10484.0,9659.0,1610136.0
0.317673718000151,0.19796864899763023,0.1736486590016284,0.1376172679993033,0.10783251900284085,10434.0,10434.0,10434.0,9581.0,1581949.0
0.268633616000443,0.16271460999996634,0.1635291349994077,0.13312883999969927,0.08700047599995742,10420.0,10420.0,10420.0,9595.0,1564920.0
0.283256552000239,0.17298040099922218,0.15615712399812764,0.13842133800062584,0.11120546300298884,10414.0,10414.0,10414.0,9533.0,1565157.0
0.27340427699891734,0.1701647720001347,0.16056378400026006,0.13478580900118686,0.10670649600069737,10423.0,10423.0,10423.0,9558.0,1570273.0
0.27894733699940844,0.16515796400199179,0.1636540139988938,0.12593692900190945,0.10518804000093951,10429.0,10429.0,10429.0,9533.0,1577429.0
0.27480933200058644,0.17713068400189513,0.1808603059980669,0.1391073390004749,0.10584187799759093,10430.0,10430.0,10430.0,9541.0,1575806.0
0.28433209500144585,0.1755091809973237,0.1663558660002309,0.1425092659992515,0.11372832100096275,10450.0,10450.0,10450.0,9555.0,1596023.0
0.28084958999897935,0.1759691599982034,0.20741105300112395,0.14981911200084141,0.1098723239992978,10389.0,10389.0,10389.0,9539.0,1540907.0
0.28888101700067637,0.1700108610020834,0.2072905509994598,0.1662164320005104,0.12257454299833626,10371.0,10371.0,10371.0,9525.0,1537209.0
0.34814984500189894,0.23696275600013905,0.20419444299841416,0.2147232499992242,0.16593964099956793,10365.0,10365.0,10365.0,9528.0,1542117.0
0.3613618809977197,0.19649174200094421,0.17915528300000005,0.15091761099756695,0.11101725099797477,10385.0,10385.0,10385.0,9546.0,1543760.0
0.28508554300060496,0.18047404499884578,0.1741519569986849,0.1396373780007707,0.11603214600108913,10391.0,10391.0,10391.0,9529.0,1551321.0
0.31319413500023074,0.17521693500020774,0.18645090100108064,0.1375541310007975,0.09830698799851234,10314.0,10314.0,10314.0,9460.0,1502603.0
0.27496088199768565,0.1685884979997354,0.16045217600185424,0.1352333409995481,0.11635624900009134,10295.0,10295.0,10295.0,9431.0,1508930.0
0.2948544999999285,0.2827879279975605,0.22486454599857097,0.17216824899878702,0.12557429799926467,10326.0,10326.0,10326.0,9487.0,1513358.0
0.28462274100093055,0.16715967600248405,0.16407708000042476,0.1498476220003795,0.12147844599894597,10320.0,10320.0,10320.0,9501.0,1508072.0
0.2793687460034562,0.1642228979981155,0.1730757250006718,0.13958308300061617,0.2190808159975859,10319.0,10319.0,10319.0,9389.0,1513411.0
0.28166346099897055,0.18144410099921515,0.17408751799666788,0.14253030400141142,0.119598039000266,10319.0,10319.0,10319.0,9441.0,1518771.0
0.29320502600239706,0.1781111950003833,0.17241283299881616,0.1510959700026433,0.11904665499969269,10323.0,10323.0,10323.0,9413.0,1515748.0
0.29182686200147145,0.16585581799881766,0.16495116599980975,0.13211694699930376,0.10986991599929752,10341.0,10341.0,10341.0,9430.0,1527403.0
0.2635882220019994,0.15929547999985516,0.186897493997094,0.1426017670019064,0.1213740040002449,10324.0,10324.0,10324.0,9435.0,1512505.0
0.2869385509984568,0.16224902699832455,0.15345810699727735,0.1335339239994937,0.11337777099834057,10339.0,10339.0,10339.0,9428.0,1528235.0
0.2864289099998132,0.16887753499759128,0.16112741400138475,0.1367460410001513,0.10920436200103723,10356.0,10356.0,10356.0,9514.0,1540178.0
0.2713466180030082,0.16736153199963155,0.16112754700225196,0.1269420459975663,0.10905756200008909,10348.0,10348.0,10348.0,9499.0,1529149.0
0.28024835800169967,0.15922834500088356,0.16066154099826235,0.12838235099843587,0.10463326600074652,10251.0,10251.0,10251.0,9317.0,1464423.0
0.2700196669975412,0.15772995700172032,0.152309510998748,0.13040609900053823,0.10322478400121327,10220.0,10220.0,10220.0,9393.0,1458491.0
0.26600708999831113,0.16435407500102883,0.16138967300139484,0.1341956799988111,0.11340473900054349,10224.0,10224.0,10224.0,9302.0,1449709.0
0.24949382999693626,0.16056924400254502,0.14943443499942077,0.128036162997887,0.11012836699956097,10238.0,10238.0,10238.0,9371.0,1481042.0
0.2629363519990875,0.16947529100070824,0.15439484400121728,0.12468444499972975,0.10148074499738868,10251.0,10251.0,10251.0,9369.0,1480507.0
0.2670404519994918,0.16477284699794836,0.1547546340007102,0.1334327980002854,0.11271708499771194,10265.0,10265.0,10265.0,9336.0,1501147.0
0.2647281609970378,0.1656211510016874,0.17150795300040045,0.1421611629994004,0.12156534400128294,10271.0,10271.0,10271.0,9404.0,1497482.0
0.26562306100095157,0.16173749299923657,0.1601534340006765,0.12362483899778454,0.10171238600014476,10259.0,10259.0,10259.0,9360.0,1493573.0
0.262851021001552,0.15758321300017997,0.15725515500162146,0.1318164149997756,0.1019995119968371,10249.0,10249.0,10249.0,9383.0,1480192.0
0.2840139750005619,0.16342779700062238,0.16522016800081474,0.13342310499865562,0.10913292699842714,10260.0,10260.0,10260.0,9358.0,1488592.0
0.24896898299994064,0.1594810829992639,0.1541794939985266,0.12833597699864185,0.11017033600001014,10259.0,10259.0,10259.0,9364.0,1487818.0
0.2654074620004394,0.16106441800002358,0.16204373500295333,0.12857609300044714,0.10636595799951465,10261.0,10261.0,10261.0,9390.0,1494713.0
0.24676998499853653,0.1754455029986275,0.15655540799707524,0.12701576399922487,0.10093694800161757,10249.0,10249.0,10249.0,9418.0,1477348.0
0.25174949699794524,0.15521208200152614,0.16066172199862194,0.13637329999983194,0.10469215600096504,10255.0,10255.0,10255.0,9347.0,1479911.0
0.23820600799808744,0.16264111500277068,0.15396531500300625,0.13076352599819074,0.11341732100117952,10260.0,10260.0,10260.0,9326.0,1497045.0
0.24569659299959312,0.16057778499816777,0.15506390199880116,0.13107193800169625,0.09621964500183822,10150.0,10150.0,10150.0,9257.0,1420280.0
0.2580997360018955,0.15059673900032067,0.1542401470032928,0.12736858499920345,0.10726105700086919,10159.0,10159.0,10159.0,9275.0,1422987.0
0.24683906799691613,0.1551117009985319,0.15328031500030193,0.12790078699981677,0.1078379960017628,10163.0,10163.0,10163.0,9266.0,1430051.0
0.27068059100201936,0.161838424999587,0.16987261200119974,0.1255728519972763,0.10707175900097354,10174.0,10174.0,10174.0,9343.0,1433359.0
0.2681588580016978,0.15760052400219138,0.1606406370010518,0.1284777969995048,0.10222369099938078,10173.0,10173.0,10173.0,9241.0,1432878.0
